MariaDB [sakila]> SELECT customer_id, sum(amount) AS Desperdicio
-> FROM payment
-> ORDER BY customer_id;
+-------------+-------------+
| customer_id | Desperdicio |
|         158 |      126.68 |
|         159 |       68.79 |
|         160 |      106.73 |
|         161 |      112.70 |
|         162 |       71.80 |
|         163 |      122.71 |
|         164 |       66.84 |
|         165 |       86.79 |
|         166 |      123.72 |
|         167 |      119.68 |
|         168 |      135.66 |
|         169 |       95.78 |
|         170 |      119.74 |
|         171 |      114.74 |
|         172 |      145.67 |
|         173 |      119.71 |
|         174 |       92.79 |
|         175 |       98.76 |
|         176 |      173.63 |
|         177 |       71.77 |
|         178 |      194.61 |
|         179 |      133.71 |
|         180 |       98.77 |
|         181 |      174.66 |
|         182 |       97.74 |
|         183 |       76.77 |
|         184 |       90.77 |
|         185 |       84.77 |
|         186 |      114.69 |
|         187 |      159.72 |
|         188 |       92.75 |
|         189 |       93.78 |
|         190 |      110.73 |
|         191 |       74.80 |
|         192 |       99.77 |
|         193 |      109.75 |
|         194 |       87.82 |
|         195 |       86.81 |
|         196 |      151.65 |
|         197 |      154.60 |
|         198 |      141.63 |
|         199 |      103.75 |
|         200 |      136.73 |
|         201 |      108.75 |
|         202 |      103.74 |
|         203 |       88.80 |
|         204 |      147.65 |
|         205 |       80.82 |
|         206 |      126.73 |
|         207 |      137.66 |
|         208 |       91.74 |
|         209 |      161.68 |
|         210 |      137.69 |
|         211 |      151.66 |
|         212 |       91.80 |
|         213 |      111.72 |
|         214 |      116.69 |
|         215 |       91.74 |
|         216 |       95.77 |
|         217 |       98.77 |
|         218 |       67.82 |
|         219 |      101.74 |
|         220 |      114.73 |
|         221 |      132.72 |
|         222 |       91.79 |
|         223 |       80.83 |
|         224 |       76.78 |
|         225 |      120.74 |
|         226 |       87.79 |
|         227 |       87.76 |
|         228 |       92.73 |
|         229 |       93.75 |
|         230 |      124.67 |
|         231 |      110.74 |
|         232 |       95.75 |
|         233 |       89.77 |
|         234 |      111.74 |
|         235 |       93.75 |
|         236 |      175.58 |
|         237 |      144.67 |
|         238 |       94.79 |
|         239 |      142.66 |
|         240 |      117.74 |
|         241 |      122.66 |
|         242 |      140.68 |
|         243 |       82.76 |
|         244 |      129.68 |
|         245 |      132.68 |
|         246 |      107.77 |
|         247 |      104.78 |
|         248 |       50.85 |
|         249 |      107.77 |
|         250 |       73.80 |
|         251 |      120.69 |
|         252 |       64.78 |
|         253 |      127.71 |
|         254 |      116.68 |
|         255 |       70.82 |
|         256 |      112.70 |
|         257 |      151.63 |
|         258 |      110.76 |
|         259 |      168.68 |
|         260 |      122.69 |
|         261 |      107.74 |
|         262 |      119.72 |
|         263 |      122.71 |
|         264 |       98.75 |
|         265 |      133.71 |
|         266 |      118.72 |
|         267 |      159.64 |
|         268 |      123.71 |
|         269 |      129.70 |
|         270 |      104.75 |
|         271 |       68.82 |
|         272 |       98.80 |
|         273 |      157.65 |
|         274 |      152.65 |
|         275 |      108.70 |
|         276 |      122.72 |
|         277 |      144.68 |
|         278 |       88.74 |
|         279 |      135.69 |
|         280 |      118.73 |
|         281 |       50.86 |
|         282 |      103.73 |
|         283 |       86.72 |
|         284 |      126.72 |
|         285 |      135.74 |
|         286 |      117.73 |
|         287 |      115.71 |
|         288 |       80.76 |
|         289 |      142.70 |
|         290 |      109.72 |
|         291 |       95.77 |
|         292 |      118.73 |
|         293 |      158.69 |
|         294 |      113.74 |
|         295 |      162.62 |
|         296 |      129.70 |
|         297 |      128.67 |
|         298 |      101.74 |
|         299 |      131.70 |
|         300 |      137.69 |
|         301 |       92.79 |
|         302 |      127.71 |
|         303 |      100.74 |
|         304 |      115.74 |
|         305 |      109.75 |
|         306 |      138.68 |
|         307 |      134.70 |
|         308 |      105.75 |
|         309 |      147.69 |
|         310 |       97.80 |
|         311 |      120.77 |
|         312 |      104.74 |
|         313 |       89.77 |
|         314 |      131.67 |
|         315 |       84.83 |
|         316 |      132.71 |
|         317 |      114.72 |
|         318 |       52.88 |
|         319 |      132.70 |
|         320 |       71.80 |
|         321 |      116.78 |
|         322 |      128.72 |
|         323 |      114.69 |
|         324 |      103.75 |
|         325 |       91.78 |
|         326 |       96.75 |
|         327 |      112.74 |
|         328 |       90.77 |
|         329 |      127.68 |
|         330 |       94.75 |
|         331 |      122.73 |
|         332 |      118.72 |
|         333 |      109.73 |
|         334 |      135.70 |
|         335 |       78.77 |
|         336 |      119.70 |
|         337 |      143.71 |
|         338 |      114.72 |
|         339 |      127.70 |
|         340 |      119.69 |
|         341 |      106.77 |
|         342 |      130.68 |
|         343 |      114.75 |
|         344 |       73.82 |
|         345 |      106.77 |
|         346 |      155.68 |
|         347 |      142.70 |
|         348 |      146.64 |
|         349 |      138.71 |
|         350 |       73.77 |
|         351 |       89.76 |
|         352 |       99.77 |
|         353 |       72.82 |
|         354 |      129.64 |
|         355 |       72.80 |
|         356 |      121.70 |
|         357 |       89.74 |
|         358 |       80.79 |
|         359 |      101.75 |
|         360 |      150.66 |
|         361 |      100.69 |
|         362 |      145.68 |
|         363 |      143.71 |
|         364 |       95.77 |
|         365 |      103.77 |
|         366 |      152.63 |
|         367 |      101.78 |
|         368 |      157.65 |
|         369 |       88.75 |
|         370 |       70.81 |
|         371 |      149.65 |
|         372 |      158.66 |
|         373 |      161.65 |
|         374 |      103.72 |
|         375 |      110.76 |
|         376 |      110.72 |
|         377 |       93.74 |
|         378 |       71.81 |
|         379 |      106.77 |
|         380 |      136.64 |
|         381 |      106.65 |
|         382 |       91.76 |
|         383 |      103.73 |
|         384 |       89.75 |
|         385 |      101.74 |
|         386 |      117.71 |
|         387 |      101.74 |
|         388 |      124.70 |
|         389 |      124.74 |
|         390 |      152.67 |
|         391 |      104.70 |
|         392 |       91.77 |
|         393 |      121.69 |
|         394 |       84.78 |
|         395 |       57.81 |
|         396 |      111.73 |
|         397 |      105.71 |
|         398 |       78.84 |
|         399 |       91.79 |
|         400 |      124.72 |
|         401 |       73.79 |
|         402 |       79.80 |
|         403 |      166.65 |
|         404 |      139.70 |
|         405 |      109.68 |
|         406 |      122.68 |
|         407 |      112.73 |
|         408 |      116.70 |
|         409 |      104.77 |
|         410 |      167.62 |
|         411 |       80.74 |
|         412 |       85.79 |
|         413 |       75.79 |
|         414 |      105.75 |
|         415 |       93.77 |
|         416 |      121.69 |
|         417 |      110.75 |
|         418 |      107.70 |
|         419 |       89.75 |
|         420 |       79.79 |
|         421 |      119.73 |
|         422 |       97.74 |
|         423 |      120.74 |
|         424 |      110.70 |
|         425 |      104.74 |
|         426 |      126.73 |
|         427 |      114.76 |
|         428 |       78.80 |
|         429 |      105.79 |
|         430 |       79.78 |
|         431 |       95.77 |
|         432 |      116.77 |
|         433 |      133.75 |
|         434 |      128.73 |
|         435 |       91.75 |
|         436 |      144.70 |
|         437 |       99.77 |
|         438 |      134.67 |
|         439 |      151.64 |
|         440 |       88.78 |
|         441 |      112.72 |
|         442 |      118.68 |
|         443 |       98.78 |
|         444 |      115.70 |
|         445 |      102.74 |
|         446 |      116.69 |
|         447 |      113.71 |
|         448 |      135.71 |
|         449 |       99.80 |
|         450 |       89.74 |
|         451 |      128.67 |
|         452 |      107.68 |
|         453 |      111.77 |
|         454 |      151.67 |
|         455 |       87.76 |
|         456 |      100.75 |
|         457 |      114.72 |
|         458 |       66.81 |
|         459 |      186.62 |
|         460 |      109.75 |
|         461 |       97.72 |
|         462 |      159.67 |
|         463 |       91.75 |
|         464 |       73.84 |
|         465 |       69.83 |
|         466 |      104.77 |
|         467 |      139.71 |
|         468 |      175.61 |
|         469 |      177.60 |
|         470 |      160.68 |
|         471 |      109.73 |
|         472 |      141.70 |
|         473 |      134.66 |
|         474 |      100.74 |
|         475 |      103.76 |
|         476 |       95.78 |
|         477 |      109.78 |
|         478 |       86.81 |
|         479 |      146.69 |
|         480 |      101.78 |
|         481 |      115.71 |
|         482 |      138.71 |
|         483 |       88.82 |
|         484 |      139.70 |
|         485 |      115.71 |
|         486 |      113.74 |
|         487 |      119.74 |
|         488 |       95.78 |
|         489 |       99.79 |
|         490 |      117.76 |
|         491 |      124.73 |
|         492 |       65.84 |
|         493 |      112.77 |
|         494 |      140.69 |
|         495 |      120.74 |
|         496 |       88.79 |
|         497 |      129.72 |
|         498 |       97.73 |
|         499 |      123.70 |
|         500 |      115.72 |
|         501 |       89.79 |
|         502 |      138.66 |
|         503 |      115.68 |
|         504 |      133.72 |
|         505 |       97.79 |
|         506 |      152.65 |
|         507 |       95.75 |
|         508 |      127.75 |
|         509 |      100.80 |
|         510 |      122.74 |
|         511 |       99.76 |
|         512 |      115.74 |
|         513 |      148.69 |
|         514 |       74.78 |
|         515 |      126.72 |
|         516 |       98.74 |
|         517 |      105.75 |
|         518 |      111.74 |
|         519 |      103.77 |
|         520 |      134.68 |
|         521 |       80.77 |
|         522 |      167.67 |
|         523 |       93.78 |
|         524 |       87.81 |
|         525 |       74.81 |
|         526 |      221.55 |
|         527 |       81.76 |
|         528 |      111.75 |
|         529 |      118.71 |
|         530 |       76.77 |
|         531 |      118.75 |
|         532 |      152.68 |
|         533 |      141.67 |
|         534 |       88.76 |
|         535 |      135.68 |
|         536 |      117.75 |
|         537 |      103.75 |
|         538 |      117.71 |
|         539 |       90.78 |
|         540 |      112.76 |
|         541 |      108.76 |
|         542 |       94.82 |
|         543 |       82.78 |
|         544 |       98.78 |
|         545 |       89.79 |
|         546 |      103.75 |
|         547 |       99.77 |
|         548 |       79.81 |
|         549 |       77.80 |
|         550 |      159.68 |
|         551 |       96.74 |
|         552 |       90.79 |
|         553 |      107.76 |
|         554 |      101.78 |
|         555 |       74.83 |
|         556 |       83.79 |
|         557 |       73.76 |
|         558 |      135.72 |
|         559 |      110.72 |
|         560 |      132.70 |
|         561 |       96.73 |
|         562 |      109.75 |
|         563 |      110.71 |
|         564 |       91.76 |
|         565 |      126.71 |
|         566 |      141.66 |
|         567 |       85.80 |
|         568 |       66.79 |
|         569 |      134.68 |
|         570 |       99.74 |
|         571 |      121.76 |
|         572 |      108.75 |
|         573 |      120.71 |
|         574 |      109.72 |
|         575 |      126.71 |
|         576 |      139.66 |
|         577 |      117.73 |
|         578 |       96.78 |
|         579 |      111.73 |
|         580 |       99.73 |
|         581 |      107.73 |
|         582 |      113.75 |
|         583 |      117.77 |
|         584 |      129.70 |
|         585 |      117.76 |
|         586 |       64.81 |
|         587 |      108.74 |
|         588 |      115.71 |
|         589 |      129.72 |
|         590 |      112.75 |
|         591 |      134.73 |
|         592 |      111.71 |
|         593 |      113.74 |
|         594 |      130.73 |
|         595 |      117.70 |
|         596 |       96.72 |
|         597 |       99.75 |
|         598 |       83.78 |
|         599 |       83.81 |
+-------------+-------------+
599 rows in set (0.012 sec)

MariaDB [sakila]> SELECT customer_id, sum(amount) AS Desperdicio FROM payment GROUP BY customer_id SORT BY sum(amount) LIMIT 1;
ERROR 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MariaDB server version for the right syntax to use near 'SORT BY sum(amount) LIMIT 1' at line 1
MariaDB [sakila]> SELECT customer_id, sum(amount) AS Desperdicio FROM payment ORDER BY customer_id ASC LIMIT 1;
+-------------+-------------+
| customer_id | Desperdicio |
+-------------+-------------+
|           1 |    67406.56 |
+-------------+-------------+
1 row in set (0.006 sec)

MariaDB [sakila]> SELECT customer_id, sum(amount) AS Desperdicio FROM payment GROUP BY customer_id ORDER BY Desperdicio DESC LIMIT 1;
+-------------+-------------+
| customer_id | Desperdicio |
+-------------+-------------+
|         526 |      221.55 |
+-------------+-------------+
1 row in set (0.010 sec)

MariaDB [sakila]> SELECT customer_id, sum(amount) AS Desperdicio FROM payment GROUP BY customer_id ORDER BY Desperdicio ASC LIMIT 1;
+-------------+-------------+
| customer_id | Desperdicio |
+-------------+-------------+
|         248 |       50.85 |
+-------------+-------------+
1 row in set (0.013 sec)

MariaDB [sakila]> exit;
Bye
